Date,City,PM2.5,PM10,NO,NO2,SO2,CO,O3,AQI,AQI_Bucket,Temp
2024-09-18,London,221.7,316.4,115.1,170.9,45.4,3.14,23.1,384,Hazardous,-4.796213884508899
2024-09-19,London,171.8,93.4,85,77.6,34.1,1.34,42.4,363,Hazardous,-6.478454803389293
2024-09-20,London,238,269.1,104.7,86.2,45.8,1.37,58,185,Unhealthy,-5.972900300506967
2024-09-21,London,133.9,185.4,58.8,192.9,47.3,4.82,130,232,Very Unhealthy,-9.46963090784893
2024-09-22,London,148.4,94.9,136.5,28.5,66.7,1.23,70.3,328,Hazardous,-8.21588019355271
2024-09-23,London,90.7,398,146.5,144.8,6.6,1.65,179.8,379,Hazardous,-8.07506989595381
2024-09-24,London,93.4,189.8,116.1,115.2,27.1,3.14,39.7,178,Unhealthy,-5.311663360209818
2024-09-25,London,14.8,31.9,6.8,177.8,51.3,1.25,169.5,146,Unhealthy,-7.099388346587031
2024-09-26,London,130.7,376.1,80.8,149.3,89.4,3.4,34.7,150,Unhealthy,-4.200990544059898
2024-09-27,London,219.1,351,120.9,129.6,31.3,1.38,152.2,301,Hazardous,-4.918329958500603
2024-09-28,London,11.5,248.5,35.1,39.5,33.5,2.89,155.7,281,Very Unhealthy,-5.992371837765195
2024-09-29,London,27.3,133.6,61,100.1,98.8,1.99,55.6,242,Very Unhealthy,-8.210030015486787
2024-09-30,London,49.4,327.6,83.6,92.7,49.1,3.09,60.9,121,Unhealthy,-6.341772204068741
2024-10-01,London,194.9,381.8,112.9,39.6,5.2,3.08,116.7,275,Very Unhealthy,-3.2122332198282626
2024-10-02,London,186.4,343.8,53.3,168.3,10.7,1.75,117.9,350,Hazardous,-4.03890122609074
2024-10-03,London,243.3,68.4,52.1,64.8,93.5,1.58,84.3,253,Very Unhealthy,-5.608089086162158
2024-10-04,London,122,388.2,66.4,130.8,49.9,4.57,112.4,274,Very Unhealthy,-9.461967466338718
2024-10-05,London,27.9,231.7,45.1,101.4,85.1,3.11,14,324,Hazardous,-5.931591425355229
2024-10-06,London,165.7,22,95.8,117.6,84,2.68,123.8,205,Very Unhealthy,-10.790761333307145
2024-10-07,London,192.1,71.6,11.3,126.1,78,3.91,78.9,224,Very Unhealthy,-1.3745367309620455
2024-10-08,London,42.9,22.2,92.9,30.1,62.3,0.7,63,131,Unhealthy,-4.831900072918842
2024-10-09,London,105.2,330.4,65.5,102.5,58,3.34,73.9,342,Hazardous,-2.3513625193423953
2024-10-10,London,64,317.2,11.3,40.8,54.9,3.31,131.8,105,Unhealthy,-5.192659949696153
2024-10-11,London,23.9,373.8,149,91.6,27.7,3.98,88.9,291,Very Unhealthy,-0.6619663498127153
2024-10-12,London,105,160.1,95.9,137.4,63.5,2.3,104.7,52,Moderate,-6.575767087051303
2024-10-13,London,25.6,390.3,126.6,118.8,87.2,1.45,60.6,224,Very Unhealthy,-3.0650239087210833
2024-10-14,London,64.2,333,62.6,60.7,77.6,3.39,160.6,301,Hazardous,-4.722526482492933
2024-10-15,London,23.1,319.2,143.2,67,22.8,2.53,136.3,209,Very Unhealthy,-3.203139560176904
2024-10-16,London,170.9,256.7,59.9,12,40.4,3.02,104.7,178,Unhealthy,-7.261760370988381
2024-10-17,London,81.5,387.6,123.9,66.2,76.9,3.86,175.3,85,Moderate,-0.08602181224184147
2024-10-18,London,34.2,210,6,143.7,13.3,1.12,50.8,145,Unhealthy,-3.905692615197114
2024-10-19,London,27.3,359.6,131.7,23.8,67.4,2.85,158.9,140,Unhealthy,-5.449389825547618
2024-10-20,London,221.3,172.4,15.7,195.2,73,1.07,171.2,344,Hazardous,-6.771010598545322
2024-10-21,London,191,190.1,123.4,162.2,86.6,3.13,136.7,189,Unhealthy,-7.389055559073606
2024-10-22,London,206,375.6,90,179.3,24.9,1.43,76.6,397,Hazardous,-7.908091027405165
2024-10-23,London,245.7,279.7,104,108.6,31.2,2.84,98.7,339,Hazardous,-7.6447927269702065
2024-10-24,London,34.9,26.9,108.6,75.2,84.4,4.35,107.5,221,Very Unhealthy,-4.061855782401688
2024-10-25,London,33.8,82.9,45.6,98.7,31.7,3.08,100.1,325,Hazardous,-1.827025189280548
2024-10-26,London,201.7,208.4,102.7,30.6,85.6,3.54,171,252,Very Unhealthy,-3.288477374622182
2024-10-27,London,198.3,182.1,48.1,53.6,63.8,2.71,159,124,Unhealthy,-7.7840034091526284
2024-10-28,London,12.3,397,87.8,81.2,28.7,4.8,115.9,332,Hazardous,-3.669168649523436
2024-10-29,London,197,357.8,12.9,86.4,63.9,1.11,163,161,Unhealthy,-0.7587811526027872
2024-10-30,London,185.1,151.4,55.4,136.5,10.2,2.37,138.3,381,Hazardous,-1.6451876910317464
2024-10-31,London,161.2,288.2,77.2,36.3,92,3.06,57.1,386,Hazardous,0.10017907609580856
2024-11-01,London,125.4,365.3,82.1,98.2,89.1,3.33,11.3,258,Very Unhealthy,-2.6590059907545176
2024-11-02,London,47.6,277,123.3,37.9,70.2,1.96,150.9,78,Moderate,-9.98493575345992
2024-11-03,London,12,262.9,79,115,95.6,4.29,28.6,216,Very Unhealthy,-2.0269401294297436
2024-11-04,London,118.6,76.8,128.1,15.2,58,4.66,30.1,250,Very Unhealthy,-2.788578253957761
2024-11-05,London,128.2,248.4,91.2,162.9,79.4,4.55,36.7,238,Very Unhealthy,-6.551968118055204
2024-11-06,London,103.5,123.6,83,169,81,1.84,29.8,263,Very Unhealthy,-3.2765153510778187
2024-11-07,London,121.5,194,95.9,48.3,30.2,2.94,113,250,Very Unhealthy,-4.253215510223024
2024-11-08,London,181.2,104.5,47.3,114.5,32.9,3.02,170.6,158,Unhealthy,-3.6898882991935995
2024-11-09,London,23.3,116.9,87.2,126.5,26.5,4.22,135.2,274,Very Unhealthy,-1.751606732656748
2024-11-10,London,95.1,268.4,149.9,35.1,87,0.61,97.5,80,Moderate,-3.766785857984925
2024-11-11,London,202.7,199.4,138.5,142.5,73.8,3.08,23.8,134,Unhealthy,-3.773552651604739
2024-11-12,London,210.6,81.2,116.6,176.8,19.6,1.65,97.3,171,Unhealthy,-5.267697935143792
2024-11-13,London,67.1,123.4,127.3,190.6,86,3.61,144.3,190,Unhealthy,-1.8918711820796323
2024-11-14,London,95,290.9,138.7,149.4,65.1,1.42,152.2,399,Hazardous,-1.014635190863166
2024-11-15,London,215.7,253.1,92.1,10.3,57.8,1.3,180,65,Moderate,-0.8511391893372615
2024-11-16,London,214.9,70.2,58.3,156.5,9.2,4.51,81.7,210,Very Unhealthy,0.507831023224139
2024-11-17,London,81,46.6,113.3,75.4,31.6,2.58,154.1,196,Unhealthy,-6.475103818422695
2024-11-18,London,45.3,387.2,75.3,88,61.7,2.48,43.8,194,Unhealthy,-1.5498981000646435
2024-11-19,London,179,159.9,5.7,10.6,95.9,3.14,41.3,157,Unhealthy,-4.154890972135396
2024-11-20,London,34.9,277.4,102.6,73.9,10.6,3.01,104.4,250,Very Unhealthy,-0.13675142341386826
2024-11-21,London,18.1,341.5,63.5,71.6,48.5,3.3,29.6,327,Hazardous,-1.060417714954398
2024-11-22,London,249.9,111.8,143.2,97.6,43.8,3.28,17.4,92,Moderate,-3.2222247461272437
2024-11-23,London,18.4,33.4,24.5,166.8,53.4,1.16,54.5,218,Very Unhealthy,-1.7023741979980327
2024-11-24,London,91.2,246.2,59.8,134.9,8.7,1.84,64.1,321,Hazardous,1.9977586159485354
2024-11-25,London,229.6,337.8,135.5,79.7,87,3.94,170.6,110,Unhealthy,-1.7499014557370767
2024-11-26,London,158.1,157.7,121.5,159.7,29.8,3.28,84.4,317,Hazardous,-3.9741956271199417
2024-11-27,London,78.7,146.2,78.4,82.5,48.8,3.44,87.2,154,Unhealthy,1.7983379596849232
2024-11-28,London,187.1,265,7.6,189.4,25.8,4.7,22.7,177,Unhealthy,2.1053711365122783
2024-11-29,London,210.2,384.3,41.3,156.6,93.9,3.24,73.5,178,Unhealthy,-1.301022898723872
2024-11-30,London,85.4,246.6,49.4,68,72.5,3.79,107.5,233,Very Unhealthy,3.3704902088578024
2024-12-01,London,128.2,213.9,100.9,55.8,42.9,1.24,155.9,99,Moderate,-0.11949953393946805
2024-12-02,London,177.4,79,19.2,39.4,31.6,3.93,49.4,157,Unhealthy,-2.1835406918122633
2024-12-03,London,164,341.4,145,178.7,71.8,4.02,172.7,344,Hazardous,-0.09437513291170418
2024-12-04,London,164.5,101.5,130.7,112.6,26,1.41,157.5,314,Hazardous,1.1809249248519595
2024-12-05,London,244.7,274.6,46.3,182.2,32.9,2.34,48,258,Very Unhealthy,1.9530061788803255
2024-12-06,London,109.5,254.7,68,199.8,89.5,3.07,76.2,67,Moderate,1.755397161401626
2024-12-07,London,38.7,39,54.4,115.5,52.4,2.69,114.6,285,Very Unhealthy,3.6157242466135555
2024-12-08,London,136.2,380.8,55.5,73.5,95.5,3.27,33.4,194,Unhealthy,1.7646185805532144
2024-12-09,London,64,241.4,49.1,137.1,78.7,1.72,56.1,70,Moderate,2.4967890941346336
2024-12-10,London,126.7,347.2,137.6,176.1,87,1.65,111.1,307,Hazardous,3.675929279097667
2024-12-11,London,98.9,217,46.1,195.8,59.6,4.03,37.3,88,Moderate,1.4546762253761674
2024-12-12,London,246,121.1,130.8,86.8,11.5,2.96,91.4,384,Hazardous,0.3676535945562993
2024-12-13,London,103.2,247,123.4,149.5,54.2,1.25,154.4,152,Unhealthy,1.550871111942846
2024-12-14,London,65,322.3,31.8,70.1,90.4,4.89,97.7,114,Unhealthy,-0.38631338674068383
2024-12-15,London,159.6,281.9,37.9,96.8,7.9,2.7,73.4,363,Hazardous,2.545861074808762
2024-12-16,London,42.8,202.6,101.5,55.4,15.4,1.24,109.5,96,Moderate,3.6208674035907746
2024-12-17,London,242.2,197.1,72.9,141.5,65,1.46,133.5,174,Unhealthy,0.6865292004161851
2024-12-18,London,133.6,255,20.9,89.1,49.8,3.69,69,210,Very Unhealthy,1.2100139929105427
2024-12-19,London,49.1,190.7,26.1,141.1,99.1,0.96,37.4,356,Hazardous,0.9008954998827061
2024-12-20,London,159.3,249,51,190.4,78,1.14,73.2,217,Very Unhealthy,3.2061766416755284
2024-12-21,London,246.6,21.8,93,19.7,78.5,2.34,112.1,292,Very Unhealthy,6.2900613443716535
2024-12-22,London,170.5,398.1,142.3,127.5,44.5,3.37,136.1,322,Hazardous,2.3618245359648817
2024-12-23,London,110.5,174.5,66.3,151.9,99.7,0.61,12.9,200,Unhealthy,2.540803162628174
2024-12-24,London,87.6,64.8,139.3,140.5,46.8,1.17,171.2,209,Very Unhealthy,3.9183307042568294
2024-12-25,London,210.5,350.4,19.4,176.2,96.9,1.66,32.2,134,Unhealthy,2.189399341199471
2024-12-26,London,44.5,225.3,130.6,161.8,57.2,3.75,14.6,149,Unhealthy,6.341920252389974
2024-12-27,London,56.3,355,42.8,177.7,76.5,2.44,153.5,369,Hazardous,3.879988714451275
2024-12-28,London,225.2,34.3,46.2,196.4,68.2,0.96,85.8,390,Hazardous,6.917892618621535
2024-12-29,London,83.9,354.9,29,114.2,83.9,2.23,52.8,304,Hazardous,6.106769594692416
2024-12-30,London,97.2,294.5,9.3,158.4,67.7,2.79,152.2,180,Unhealthy,6.589917569432693
2024-12-31,London,198.1,312.5,19.2,120.1,5.6,2.84,90.8,222,Very Unhealthy,2.2138586505649824
2024-01-01,Delhi,56.4,348.2,22.4,24.6,9,4.6,30.3,334,Hazardous,22.296856065711083
2024-01-02,Delhi,14.3,210.3,33.2,99.1,92.9,1.28,30.6,246,Very Unhealthy,19.163089906790166
2024-01-03,Delhi,107.6,371.8,125.3,38.6,45.9,2.35,159.3,320,Hazardous,22.559947423588625
2024-01-04,Delhi,126,99.1,7.2,115.7,65.3,2.37,18.7,144,Unhealthy,19.428664542647677
2024-01-05,Delhi,111.2,30.3,60.9,20.6,63.2,2.56,69.9,166,Unhealthy,20.11511584192106
2024-01-06,Delhi,92.3,140,137.6,149.9,95.6,0.66,80.5,389,Hazardous,20.147694956385656
2024-01-07,Delhi,218,270.8,7.2,10.4,73.7,4.64,139.3,383,Hazardous,23.568695847242296
2024-01-08,Delhi,119.2,139.6,49.9,26.6,25.1,3.89,128.2,303,Hazardous,21.939405008370176
2024-01-09,Delhi,138.1,378.9,67.1,181.3,40.7,4.91,168.1,93,Moderate,23.39091577246951
2024-01-10,Delhi,241.3,316,86.5,195.1,68,4.48,37.9,336,Hazardous,27.3214848691145
2024-01-11,Delhi,195.9,149,138.5,69,27.9,4.97,148.6,111,Unhealthy,20.83518484478198
2024-01-12,Delhi,60.1,203,80,132,59.8,2.19,104.2,106,Unhealthy,25.73094679262284
2024-01-13,Delhi,84.1,178.1,112.3,134.2,13.1,2.06,160.9,357,Hazardous,24.576341990882415
2024-01-14,Delhi,243.1,315,94.6,126.3,94.2,4,169.6,71,Moderate,23.61092267295144
2024-01-15,Delhi,150.4,204.5,34.8,177.5,27.1,1.16,12.3,71,Moderate,21.467857446187928
2024-01-16,Delhi,192.6,25.8,78.8,158.5,32.1,2.76,80.7,391,Hazardous,29.77030253613256
2024-01-17,Delhi,99.5,264.1,13.9,67.8,47.9,3.84,27.2,308,Hazardous,21.010087062413287
2024-01-18,Delhi,194.6,109.2,117.3,20.3,49.1,1.41,89,235,Very Unhealthy,23.044435282319707
2024-01-19,Delhi,139,303.9,34.6,94.8,30,3.51,132.3,252,Very Unhealthy,27.070884069924194
2024-01-20,Delhi,229.4,132.3,129.3,90.9,24.3,2.5,88.5,152,Unhealthy,21.955104942787987
2024-01-21,Delhi,54.5,364.4,79.5,131,73.8,4.55,40.8,320,Hazardous,26.18554429769067
2024-01-22,Delhi,77.7,344.3,41.5,151.5,45.2,1.82,108.2,215,Very Unhealthy,22.412723188223083
2024-01-23,Delhi,32.8,195.5,122.8,122,66.1,3.02,59.4,324,Hazardous,26.69125341793493
2024-01-24,Delhi,60.5,47.1,14.7,97.9,64.8,0.63,134.6,160,Unhealthy,30.375744175872754
2024-01-25,Delhi,244.5,239.6,8.8,51.7,10.1,3.04,165.9,138,Unhealthy,26.654529498000233
2024-01-26,Delhi,81.1,240.2,91.5,96.2,50.5,3.07,54,347,Hazardous,27.454049232180783
2024-01-27,Delhi,184.2,397.6,127.8,155.8,64.3,4.71,102.9,136,Unhealthy,28.176504978142187
2024-01-28,Delhi,198.6,147.4,70.6,59.1,36.1,3.53,140,316,Hazardous,25.361458005737678
2024-01-29,Delhi,35.3,273.4,77.8,144.4,72.1,3.04,98.1,327,Hazardous,25.260170912632326
2024-01-30,Delhi,67.5,376.7,35.4,158,90.5,1.26,47.2,396,Hazardous,26.3440633649072
2024-01-31,Delhi,74.9,238.4,108.8,83.4,42.7,3.89,78.5,334,Hazardous,28.343442348144297
2024-02-01,Delhi,34.3,282.9,82.8,68.6,42.3,1.87,105.2,81,Moderate,25.706796923963523
2024-02-02,Delhi,38.3,54.1,12.1,31,51.5,3.59,19.4,96,Moderate,27.918581581137452
2024-02-03,Delhi,247.9,349.3,124.3,101.2,10,1.05,140.2,179,Unhealthy,29.88571211415227
2024-02-04,Delhi,246.7,210.4,41.6,150,36.6,2.67,15.1,88,Moderate,27.404384578443224
2024-02-05,Delhi,42.9,104.8,80.6,108.4,23.2,0.89,32.3,291,Very Unhealthy,28.598379248381235
2024-02-06,Delhi,227.3,176.7,52.4,185.4,41.5,1.83,80.3,99,Moderate,29.270378295175764
2024-02-07,Delhi,148.3,356.8,21,12.7,46.5,1.08,114,383,Hazardous,25.904934030291322
2024-02-08,Delhi,104.9,208.3,128.5,184.1,19.9,2.16,118.6,223,Very Unhealthy,28.999098732694275
2024-02-09,Delhi,118,275.6,95.6,120.1,11.8,2.62,119.4,104,Unhealthy,27.121637033638113
2024-02-10,Delhi,179.6,127.4,128,163.6,68.1,0.62,25.9,222,Very Unhealthy,29.22109381754396
2024-02-11,Delhi,29.8,330.5,23.3,92.4,44.8,2.47,81.6,228,Very Unhealthy,30.936821808991116
2024-02-12,Delhi,91.4,113.5,101.9,69.8,15.5,4.55,16,397,Hazardous,31.37059232631332
2024-02-13,Delhi,173.4,160.5,93.2,87.7,49,1.52,63.8,171,Unhealthy,28.526920852767546
2024-02-14,Delhi,86.1,109.5,142.1,66.5,31.4,0.75,162.8,297,Very Unhealthy,28.084169889062768
2024-02-15,Delhi,209.6,375.6,89.2,32.8,13.8,1.92,50.7,70,Moderate,34.22926454046012
2024-02-16,Delhi,61.6,177.7,49,62.9,22.1,1.75,128,204,Very Unhealthy,27.017742098118887
2024-02-17,Delhi,129.5,72.2,140.5,62.4,54.8,2.63,161.7,99,Moderate,28.81151966135411
2024-02-18,Delhi,76.3,367.5,127.4,74.7,23.2,2.1,126.5,155,Unhealthy,30.55489799944898
2024-02-19,Delhi,56.1,152.1,66.6,13.5,54,3.52,28.5,92,Moderate,31.229147951107866
2024-02-20,Delhi,238.1,344.1,75.4,154.6,38.8,4.49,149.5,154,Unhealthy,30.283023883520052
2024-02-21,Delhi,87.2,74.2,116.4,95,83.5,2.37,129,63,Moderate,28.99774675354217
2024-02-22,Delhi,124.8,156.6,41.6,124.2,34.8,2.85,130.8,144,Unhealthy,31.676358661470157
2024-02-23,Delhi,16.7,113.3,122.7,29.9,54.5,2.02,86.8,258,Very Unhealthy,29.451770476811408
2024-02-24,Delhi,141.4,37.4,124.2,16,28,4.22,34.8,98,Moderate,31.17723269372524
2024-02-25,Delhi,164.6,318.1,65.5,45.1,35.9,1.24,29.3,248,Very Unhealthy,33.16724881205619
2024-02-26,Delhi,153.1,95.7,137.9,16,43,2.23,162,249,Very Unhealthy,34.52793844954436
2024-02-27,Delhi,87.3,168.9,15.3,188.4,66.8,3.55,43.1,319,Hazardous,34.811465999366824
2024-02-28,Delhi,223.9,143,122.5,103.3,10.4,4.79,27.1,50,Good,34.567318473055764
2024-02-29,Delhi,160.3,248.8,75.5,162.5,72,1.54,39.6,363,Hazardous,32.33056699241684
2024-03-01,Delhi,82.7,225.7,49.3,116.3,56.7,3.59,63.7,92,Moderate,29.499874443471416
2024-03-02,Delhi,103.2,396.5,94.6,30.9,37.2,0.89,124.6,59,Moderate,30.0146469050093
2024-03-03,Delhi,48.5,116.4,51.3,12,74.9,3.69,117.2,344,Hazardous,34.63157747587197
2024-03-04,Delhi,217,299.4,99.6,92.1,30.3,4.67,76.5,168,Unhealthy,28.806901361288226
2024-03-05,Delhi,238.7,391.5,137.8,49.4,14.5,4.14,113.8,246,Very Unhealthy,34.97780406818526
2024-03-06,Delhi,145.3,232.1,87.5,163.2,40.5,1.29,160.6,97,Moderate,33.645341550519696
2024-03-07,Delhi,89.1,169.2,97.5,107.1,12.5,0.81,132.8,299,Very Unhealthy,37.54019970143112
2024-03-08,Delhi,249.2,333.4,65.3,112.4,26.5,2.99,93.9,247,Very Unhealthy,33.7932628001729
2024-03-09,Delhi,66.4,62.7,120.5,186.3,98.8,2.73,147.6,147,Unhealthy,29.625883729236225
2024-03-10,Delhi,157,223.6,130,24.5,16.2,4.22,62,343,Hazardous,35.65627929489044
2024-03-11,Delhi,36,188.7,58.3,14.2,61.5,3.13,45.5,372,Hazardous,36.28661032774083
2024-03-12,Delhi,126.9,124.1,75.8,116,70.8,3.54,60.1,276,Very Unhealthy,33.3634780000745
2024-03-13,Delhi,33.9,79.8,135,29.9,54.5,1.5,26.8,184,Unhealthy,33.67586429520428
2024-03-14,Delhi,48.7,351.3,72.3,60,43.1,1.95,42.2,214,Very Unhealthy,35.151405670679324
2024-03-15,Delhi,77.9,233.6,35.4,36.6,45,2.77,30.6,303,Hazardous,34.92783138370985
2024-03-16,Delhi,150.1,229.3,103.1,39.1,55.3,4.75,90.8,176,Unhealthy,34.45739980740935
2024-03-17,Delhi,185.6,245.1,111.4,118.2,70.4,1.56,131.9,227,Very Unhealthy,34.66146719077568
2024-03-18,Delhi,49.7,296.6,99.6,21.1,98.5,1.72,44.1,232,Very Unhealthy,38.57775691219754
2024-03-19,Delhi,218,262.8,35,129.6,53.9,3.14,64.7,289,Very Unhealthy,36.86493745386875
2024-03-20,Delhi,180.1,253.5,144.3,149.8,51.8,0.82,91.4,331,Hazardous,38.814774747651185
2024-03-21,Delhi,192.5,39.9,6,81.1,32.8,0.67,122.2,165,Unhealthy,33.95854232893336
2024-03-22,Delhi,45.3,234.8,135.8,144,20.2,3.84,122,336,Hazardous,33.98688302805499
2024-03-23,Delhi,95.9,243.2,18,20.2,36.6,3.25,159.9,363,Hazardous,34.22845125391123
2024-03-24,Delhi,171.6,258.9,126.4,120.9,32.9,3.89,16.2,279,Very Unhealthy,36.32590070403736
2024-03-25,Delhi,135.7,256.3,85.4,60.2,39.7,1.68,52.6,156,Unhealthy,38.48027800751844
2024-03-26,Delhi,94,51.3,92.5,44.2,50.2,4.12,66.1,354,Hazardous,35.78417022950865
2024-03-27,Delhi,67.7,49.5,122.6,64.6,40.6,4.22,149.8,399,Hazardous,34.323985196738256
2024-03-28,Delhi,24,281.1,43.1,124.7,45.5,1.33,115.8,232,Very Unhealthy,35.59303658410386
2024-03-29,Delhi,66.8,335.5,10.8,89.7,26.5,0.61,54.1,203,Very Unhealthy,34.317102328210574
2024-03-30,Delhi,223.6,75.4,25.1,130.9,10.3,2.03,93,375,Hazardous,34.61534354506997
2024-03-31,Delhi,204.8,317.7,20.3,190.1,86.6,2.83,134.3,243,Very Unhealthy,33.06111704529162
2024-04-01,Delhi,189.4,204.9,30.4,109.9,58.3,4.98,29.2,105,Unhealthy,35.28390889034366
2024-04-02,Delhi,47.2,395.9,144.4,57.4,56.1,2.36,97.3,144,Unhealthy,34.15339577392604
2024-04-03,Delhi,39.9,209.7,33.1,151.2,63.6,2.32,121.6,263,Very Unhealthy,32.9506157951117
2024-04-04,Delhi,243.9,233.7,53.2,110.8,25.9,4.22,43.6,319,Hazardous,34.992016816109384
2024-04-05,Delhi,114.7,163.7,105.4,35.9,54.4,4.27,92.8,62,Moderate,35.912496606714534
2024-04-06,Delhi,121.4,217.1,105.6,55.7,73.7,0.76,150.8,251,Very Unhealthy,34.6105333083025
2024-04-07,Delhi,49.7,48.2,46.5,32.5,7.7,2.56,156.1,288,Very Unhealthy,34.39244908443165
2024-04-08,Delhi,150.4,224.6,48.4,30.4,65.5,1.81,140.1,308,Hazardous,34.395685031696686
2024-04-09,Delhi,75,385.2,67.3,133.6,75.3,1.9,120.1,53,Moderate,36.806415336661686
2024-04-10,Delhi,65.2,220.6,60.5,150.1,47.3,3.93,42.7,317,Hazardous,36.239346752512894
2024-04-11,Delhi,175.9,186.1,136.5,95,80.8,0.57,42.8,186,Unhealthy,34.69122236939576
2024-04-12,Delhi,77.9,32.3,82.5,37.9,67.3,3.79,97.6,127,Unhealthy,32.87725597483522
2024-04-13,Delhi,204.5,34.3,93.1,169.7,62.8,1.08,138.4,236,Very Unhealthy,34.74402528400543
2024-04-14,Delhi,32.5,38,78.1,199.4,22.3,3.38,179,328,Hazardous,32.044979756737476
2024-04-15,Delhi,207.3,81.2,78.1,13.7,75.6,0.7,69.8,293,Very Unhealthy,36.713355996306696
2024-04-16,Delhi,112.6,198.3,66.4,112,45,3.26,48.4,91,Moderate,35.191730434111975
2024-04-17,Delhi,191.4,326.3,36.5,161.3,15.2,1.05,131.4,147,Unhealthy,37.35662079266533
2024-04-18,Delhi,169,126.6,51.3,109.6,20.1,0.71,83.7,246,Very Unhealthy,36.48776843834008
2024-04-19,Delhi,116.7,306.8,40,56.9,79.7,3.74,166.8,150,Unhealthy,35.143768100123836
2024-04-20,Delhi,160.5,218.3,5.2,100,16.2,4.11,166.3,337,Hazardous,33.211398024660035
2024-04-21,Delhi,10.1,129.8,37.5,65.5,49.3,3.95,74.2,232,Very Unhealthy,33.81827421924292
2024-04-22,Delhi,62.1,26.6,145.5,193.8,40.2,3.13,32.6,70,Moderate,31.57875423150838
2024-04-23,Delhi,179.2,274,67.7,142.8,51.9,2.65,139,149,Unhealthy,33.46523721558034
2024-04-24,Delhi,61.6,45.5,144.7,151.9,58.8,0.66,178.5,165,Unhealthy,36.09028055409296
2024-04-25,Delhi,205.3,337.8,42.1,12.6,95.6,1.58,17.3,289,Very Unhealthy,33.99486123754724
2024-04-26,Delhi,83.9,71.4,24.6,86.2,22.2,2.44,52.9,170,Unhealthy,33.873381060618264
2024-04-27,Delhi,175.1,269.2,86.6,96.2,41.7,3.58,10.6,297,Very Unhealthy,32.56910003140915
2024-04-28,Delhi,233.8,338.4,67.8,33.1,45.9,4.23,61.2,57,Moderate,35.97036460257839
2024-04-29,Delhi,37.8,117.9,130.1,58.9,85.7,1.21,16.2,89,Moderate,34.25370898291184
2024-04-30,Delhi,40.6,71.7,137.7,38.4,8.2,3.92,92.4,197,Unhealthy,31.374899091871516
2024-05-01,Delhi,172.8,310.1,94.7,89.2,7.1,2.45,103.1,181,Unhealthy,33.52408812476051
2024-05-02,Delhi,112.9,100.6,126.9,51.1,36.1,1.69,156,372,Hazardous,35.030012796340216
2024-05-03,Delhi,210.3,121.8,46.8,109.3,37.5,2.39,10.8,362,Hazardous,32.157855292511954
2024-05-04,Delhi,243.1,222.1,135.4,178.7,88.5,4.18,179.9,78,Moderate,32.61933430890123
2024-05-05,Delhi,26.9,200.2,25.5,108.2,58.6,4.81,10.7,157,Unhealthy,31.700798656484153
2024-05-06,Delhi,120.3,161.9,25.6,90.8,16.9,2.06,126.5,98,Moderate,34.819506754712975
2024-05-07,Delhi,178.4,314.6,89,66.1,10.9,4.19,177.8,143,Unhealthy,32.33468248448061
2024-05-08,Delhi,30.9,232.1,149.3,52.6,16.1,3.42,134.5,171,Unhealthy,37.2017665430625
2024-05-09,Delhi,248.3,79,82.4,20.1,84.4,1.41,116.6,342,Hazardous,27.830256229688388
2024-05-10,Delhi,70.7,396,23.6,159.3,44.2,4.21,24.4,217,Very Unhealthy,31.531413065460523
2024-05-11,Delhi,21.9,112.9,30.7,192,97,3.82,113.1,87,Moderate,33.239361495129025
2024-05-12,Delhi,174.7,69.5,117.3,183,71.8,3.43,104.5,240,Very Unhealthy,30.774538743097885
2024-05-13,Delhi,198.9,100.8,99.3,65.5,30.5,1.5,90.9,170,Unhealthy,35.25201952229002
2024-05-14,Delhi,94.9,164.4,85.6,56.3,89.7,1.66,11.6,251,Very Unhealthy,30.921098093847814
2024-05-15,Delhi,97.9,156.7,113.1,68.5,66.6,2.29,163.2,139,Unhealthy,28.69657229858501
2024-05-16,Delhi,78.9,135,54.8,72.4,99.6,4.07,77.7,187,Unhealthy,29.704311489580462
2024-05-17,Delhi,29.2,36.9,61.7,126.8,15.9,3.78,79,73,Moderate,29.94716545555877
2024-05-18,Delhi,97.7,375.2,56.1,130.7,79.9,4.69,167.8,397,Hazardous,30.42446966155616
2024-05-19,Delhi,52.7,236.1,95.3,30.5,98,0.54,141.8,189,Unhealthy,30.343808479604526
2024-05-20,Delhi,138.7,103.9,28.3,104.6,76.2,1.29,81.7,165,Unhealthy,32.80487717478368
2024-05-21,Delhi,130.9,353.6,40.7,19,78.7,3.28,102,254,Very Unhealthy,28.258767731404436
2024-05-22,Delhi,236.8,197.6,142.4,135,98,2.42,91.1,82,Moderate,28.506735418950395
2024-05-23,Delhi,91.9,226.1,148.3,191.4,36.1,1.84,57.5,138,Unhealthy,29.207477940039563
2024-05-24,Delhi,121.5,318.1,82.7,191.8,41.3,4.29,97.6,71,Moderate,26.71825488106527
2024-05-25,Delhi,29.8,266.2,11.6,183,21.9,1.63,41.9,211,Very Unhealthy,29.233042331434152
2024-05-26,Delhi,216.4,75.1,92.3,100.4,44.5,1.39,86.6,197,Unhealthy,29.171207250216664
2024-05-27,Delhi,105,142.2,109.6,80.2,45.2,0.66,16.5,285,Very Unhealthy,25.992220047309683
2024-05-28,Delhi,186.6,381.4,89.5,84,62,0.69,101.8,153,Unhealthy,25.683791355439496
